content,rating
…,5
Nice,5
hay,5
"giá cả hợp lý vì, còn tri thức của dân tộc",4
"Sách đẹp, mới nhưng giao hàng trễ",1
"sách hay, đọc chưa hết nhưng rất hay. các bạn nên mua.",5
Ổn định,5
Sách cũ! có dấu trang!,4
"Sách mới, gói đẹp, những câu chuyện ý nghĩa",5
sách đẹp. nội dung hay. giao hàng tương đối,5
bình thường,5
"sách rất hay sản phẩm tốt, giáo hàng nhanh",5
Nội dung rất chung chung và cảm thấy ko chất lượng,1
"Sách hay các bạn ạ, một cuốn sách bổ ích.",5
"Mình mua hàng trên Tiki nhiều lần, giao đúng hàng, rất an tâm ! Tks Tiki !",5
Sách hay mọi người nha,4
"Sách viết sâu sắc, đọc chậm, suy ngẫm rất thấm...",5
Tốt,5
Sách hay. Tuy nhiên khá kén người đọc. Bìa sách vẫn còn mới.,5
Chất lượng sản phẩm tốt. Vận chuyênt hàng đúng cam kết,5
Nội dung sách ổn. Mỗi người nên đọc và tu dưỡng hàng ngày,4
Good,5
tuyệt vời,5
ok hayy,5
"Đóng gói cẩn thận, sách mới nguyên vẹn , khá ok kkkkkkkkkkkk",4
Sách đẹp,5
....,5
"Sách hay, nhẹ nhàng, triết lý phật giáo! Mình rất thích!",5
mới đọc nhập đề đã thấy hay,5
Good,5
Sách rất đẹp và có kèm bookmark. Đóng gói chắc chắn,5
"Giao nhanh, đóng gói cẩn thận",5
oi,5
"tiền đã thanh toán. vô trách nhiệm, làm ăn như mất uy tín",1
"giao hàng cực nhanh, sách đẹp",5
nice,5
Hài lòng,4
Nội dung ý nghĩa sâu sắc đáng mua,5
"Cam on tiki nhieu ,ngay nao minh cung mua hang o Tiki",4
cám ơn Tiki,5
cũng được,4
sách hay. sản phẩm đóng gói kỹ,5
hài lòng,5
Sách rất hay.,5
Mình rất hài lòng với quyển sách này.,5
sách giao ok,5
sách khá ổn,4
sách mới như hình,5
"giáo hàng nhanh,ủy tín đúng chất lượng",5
S,5
Sách mới ok nek,5
một cuốn sách hay ý nghĩa,5
sách hay giao hàng nhanh ok,5
"sách hay ạ, giao hàng nhanh",5
"giao hàng nhanh , sách mới",3
hay,5
Ok,5
Giá tốt,5
nên đọc. sách tốt,5
"Sản phẩm tốt, giao hàng nhanh",5
Sách dành đọc để tĩnh tâm,5
Sản phẩm tốt Giao hàngnhanh,5
sách hay giao hàng đúng hẹn.:)))),5
Không vấn đề gì !! Giao nhanh,5
Sách hay,5
"hay, nên đọc và suy ngẫm.",5
"Sách đẹp, chất lượng tốt.",4
"sách đẹp, giao hàng đúng hẹn",5
chất lượng tốt,5
Hay,5
Tiêu đề hay đọc thì không hay,3
good,4
,5
Sản phẩm tốt,5
"Sách được bảo quản tốt, giao hàng nhanh, nội dung khá hay",5
giao hàng rất nhanh,5
"Mình chưa đọc nội dụng, nhìn chung sách khá mới và đẹp",4
sách hay,5
sách hay nên đọc ạ,5
Tuyệt vời,5
"sách rất hay và bổ ích, đặc biệt dành cho người hay nóng giận",5
sản phẩm đọc theo mình thấy rất hay,5
rat hai long,5
sách hay,5
...,5
Rất hài lòng,5
mua tặng bạn,5
.,5
Tiki giao hàng nhanh,5
ổn sắc nét,5
"Giao hàng nhanh, sản phẩm rất ok!",5
Tot,5
hay,5
Sách hay,5
hàng tốt,5
Sách hay,5
"sách mới, đóng gói cẩn thận rất là ok",5
"Nội dung hay, tiki rất uy tín.",5
.,5
Hay,5
sách rất tốt ạ,5
Hay nha.,5
Tốt,5
Giao hàng nhanh và rất chuyên nghiệp,5
"Đóng gói đẹp, hàng đúng theo mẫu",5
Sản phẩm tốt,5
Ok shop,4
Tuyệt,5
Good,5
sản phẩm đc đóng gói cẩn thận,4
hàng chất lượng,5
Hay,5
Tốt,5
Nội dung hay,5
tốt,5
"sách hay, đóng gói cẩn thận, giao hàng nhanh",5
Đọc xong muốn đi chùa liền :)),4
"Đóng gói cẩn thận, giao hàng nhanh................",5
Sách đẹp! Nội dung hữu ích.,4
"Sản phẩm đẹp, luôn tự hào khi mua ở tiki",5
ok,5
Hay hay hay hay và hay lắm,5
Sách hay,5
sách hay giao hàng nhanh,5
xuất sắc,5
tốt,5
Giao hàng rất nhanh. Sách rất đẹp,5
Sách hay,5
Hay,5
khá hay,5
"Sách hay, đáng đọc, giọng văn lôi cuốn, thuyết phục.",5
Ok,5
Nên mua ạ,5
.,4
Giao hàng nhanh,5
"Sách tốt, nội dung hay, đáng để đọc",5
sach đẹp nội dung bt phổ biến,3
Sách hay,5
mua giúp bạn =))),5
Vip,5
rất ý nghĩa,5
Sp chất lượng,5
sách rất thú vị và bổ ích . giao hàng cũng rất nhanh chóng,5
Sách đẹp giao hàng nhanh ko có vấn đề j hết,5
tốt,5
Sách hay,5
sách rất đẹp mặc dù mình chưa mở đóng gói chắc chắn,4
Sách hay,5
MÌNH THÍCH TÁC PHẨM NÀY,5
Ok lắm,5
Tác phẩm rất hay là kim chỉ nam cho những người đọc nó,5
Không có bao bọc sách,4
Tôi hài lòng với sản phảm cũng như cam kết giao hàng đúng hẹn.,5
Sách hay,5
"giao hàng cực nhanh , gói hàng kĩ mình rất thích sp",5
"Nội dung hay,tiki giao hàng nhanh,nói chung là rất hài lòng",5
Tiki đóng gói sách cẩn thận. Nội dung sach đáng để suy ngẫm.,4
khá hay,5
hay,5
"đóng gói cẩn thận, nội dung sách hay ạ",5
"chất lượng, nội dung và hình thức đều ok",5
Sách hay,5
"Chất lượng giấy tốt, sách hay",5
ok,5
Sách hay nên đọc.,4
bao bì đẹp giao hàng nhanh,5
nên mua,5
likeyup,5
Rất hay,5
"Giao hàng nhanh chóng, gói hàng cẩn thận",5
.,5
"nội dung ổn,giao hàng nhanh",3
hay,4
"sách đẹp, mới chất lượng",5
"Truyện mới, giao hàng nhanh, đóng gọi đẹp lắm nhé.",5
rất hay,5
good,4
"Sách rất hay, một cuốn sách nên đọc ạ.",5
Ok,5
sách đẹp. nội dung tuy chưa đọc nhưng hay và ý nghĩa!!!,5
Mình mua mấy cuốn đều ok. Nội dung hay. Nói chung là thích,5
Tuyệt vời,5
sách đơn giản dễ hiểu,5
Ok,5
Tốt,5
"Giúp kiểm soát cảm xúc, trầm ổn hơn",5
sách hay,5
"sách hay, ý nghĩa, giao hàng nhanh chóng",4
sách hay,5
Nội dung lòng vòng ko hay nhé mọi người,4
chất lượng tốt,5
"nd hay, sách đẹp",5
okokokokok okokokokokokokokokokokokokok,5
Tuyệt vời,5
"Sách bị lỗi cần đổi hàng, .",1
không hay lắm lần sau có quyển nào hay ủng hộ,3
"Sách mới không bị rách, mất trang",5
giao hàng nhanh,5
rất thích sách,5
"Giao hàng nhanh, có ích cho bản thân",5
"sách hay, giao hàng ổn, thank tiki!",5
"Sách bìa dày dặn, nội dung ý nghĩa",5
ok,5
Sách hay. Nên đọc,5
tốt,5
Cảm ơn tiki,5
Sách rất hay,5
.,4
Tạm thôi không có gì tốt cả,3
"không được bọc sách như yêu cầu, đã được xử lý",3
ok,5
ok,5
"Giấy ổn định, nội dung nên đọc",5
"Sách hay, đóng gói kỹ. Sau này sẽ mua tiếp :)",5
ok,4
cuốn sách nhỏ như bàn tay,2
Hàng giao nhanh. Sách mới nhưng bìa hơi bụi bẩn. Đóng gói ok,4
"Sách đóng gói đẹp, giao đúng thời gian đã hẹn. Mình cho 5 sao!",5
đẹp,5
tốt,5
Sản phẩm chất lượng tốt.!,5
Nó hay lắm Tiki giao hàng nhanh,5
nội dung hay,5
1,4
Sách hay,5
Sách hay và ý nghĩa,4
,5
tam được chu không qua hay,4
hiii,5
oke,5
sách đẹp,5
Ok,5
"Sách rất đẹp, không bị gì",5
Sách đẹp. Giao hàng nhanh,5
Sách hay lắm,5
cảm ơn,4
tốt hay dễ gây buồn ngủ,5
Đọc khá hay,5
sách đẹp,5
Ship nhanh,5
hay lắm đọc song mới thấy mình nòng tính,5
Nhanh,5
Đây là quyển sách rất hay,5
Sách rất hay,5
"Sách rất hay, không có chỗ nào chê",5
k,4
Ok,5
sách hay .,4
"rất thích sách, bên giao hàng cũng nhanh và gói kỹ nha",5
OK,5
"sách rất hay,làm thay đổi suy nghĩ,tính cách của tôi",5
"Giao hàng nhanh, nhân viên thân thiện, đóng gói chắc chắn.",5
rất rất hay nên mua nha các bạn,5
Sách hay,5
rất hay,5
tốt,5
shipper nhiệt tình,5
Sách đẹp,5
chất lượng,5
Tốt,5
hay,5
hài lòng,5
"Sách hay, nhẹ nhàng sâu sắc",5
Good!,5
đẹp... rất ý nghĩa....................................,5
Ok,5
Hay,5
sách hay nhưng hơi bị móp xíu,4
"quá tốt,.............................,,,,,,,,,,,.",5
Quyển sách ổn,5
Tạm,4
sp hay .bìa đẹp .............. ............. .....,1
Sach hay,4
sách đẹp,5
Rất ok,5
Dung la phai tĩnh tâm sach day cho ta la phai nhan nhịn,4
.,5
Good,5
Ok,5
đẹp,5
Tuyệt vời,5
tạm được,4
sách đẹp,5
Ổn áp,4
Tốt,5
Hàng thì ok!! Nhưng anh shipper có vẻ đến tháng::)),3
Cuốn sách hay cho bạn muốn khống chế cảm xúc,3
Một cuốn sách đáng đọc !!,5
sách hay,5
sách sạch đẹp,5
rất hay,5
Sách hay,4
"Sách hay lắm ạ, giao hàng nhanh",4
Ok,5
Sách đóng gói cẩn thận,5
Sách hay,5
Vận chuyển nhanh,4
hàng như hình. gửi nhanh,5
r,4
khá hay,5
rất ok ạ,5
"sản phẩm tốt, giáo hàng nhanh",5
sách hay,5
đọc thấy ok,5
Gói hàng cẩn thận,5
hài lòng,5
Ok,4
sách hay nè,5
"Sách hay, đóng gói cẩn thận",5
Em chưa đọc nhưng nhìn bề ngoài khá đẹp nên cho 5 sao,5
ok,5
Chưa đọc! Sẽ phản hồi sau,5
Rất hài lòng,5
"Sách hay, đáng đọc",5
Thích,5
Sách hay.,5
Sách hay !!!,5
Sách hay,5
good,5
Chưa đọc,5
Hài lòng,5
Tốt,3
ok,5
hay,5
tốt,5
H,5
hay,5
hay đáng đọc và suy nghẫm,5
"Rất hay ,rất ý nghĩa",5
pk,5
sách khá là hay,5
Hay!,5
"Giao hàng nhanh, đóng gói đc!",4
ok,4
hay,5
"Sách hay và ý nghĩa, giao nhanh",5
sách hay,5
good,5
đọc hơi khó hiểu,3
Giao hang rat nhanh sach dep,5
sách hay,5
tốt,5
Hay,5
nhanh gói hàng đẹp..........,5
Tốt,5
Còn đang đọc. Bìa đẹp....,4
Hay lắm,5
Hay,5
sách hay,5
good,5
"khá tốt, sách rất mới. good",5
Hài lòng về giao hàng nhanh,4
Sách cực hay rất hài lòng,5
Rất hay,5
Ok,5
Ok,5
sách mới bọc kĩ càng. tốt nhé,5
Ok tốt. Tôi hài lòng kkkk,4
"giao hàng nhanh , sản phẩm tốt",5
Đặt 1 mà giao 2 là sao tức á,1
sau sách k có chèn sách kèm theo.,3
"Vận chuyển nhanh, sách hay",4
Rất hài lòng về sản phẩm.,5
ok,5
sản phẩm rất tốt ạ... ....,5
Tiki giao hàng nhanh.,4
ok hay và ý nghĩa,5
Vip,5
Sách rất hay và ý nghĩa lắm,5
sách đẹp,5
"chất lượng ok, thanks tiki",5
Iu,5
"Sách đẹp, đóng gói cẩn thận",3
Sách bị dơ một xíu,3
Sách hay nên đọc,5
Ok nhé,5
rất,5
"Sách hay, rất thích mua sách Tiki",5
Sách hay đọc thích lắm luôn,5
giao hàng siêu nhanh,5
Tốt,5
Hài lòng về sản phẩm,5
Tốt,5
hang dong goi can than van chuyen nhanh,5
Nội dung sách k như tựa đề sách,1
rất hài lòng uengs ý nội dung hay,5
"Đóng gói đẹp, cẩn thận , giao nhanh, nội dung dễ hiểu",4
rất hay,5
"Chất lượng bản in tốt, nội dung hay, nên mua!",5
Dao hàng rất lịch sự chỉ bên khâu đống gói kém ......,4
Nội dung sách rất hay và sách cũng không bị lỗi nào,4
Hay quá. Tĩnh lặng là chất,5
Sách hay,5
.,5
"Sách khá hay, rất bổ ích.",4
ok lắm nhé,5
hay,5
Giao hàng nhanh lắm luônnnn,5
Hay,5
sp rất tốt,5
ok,5
ok,5
"Nội dung hay, sách mới, sẽ ủng hộ Tiki lâu dài.",4
Chưa đọc nì,5
"thấy khá ok về sách này, nhưng sao không có bao ở phía ngoài",4
Sách hay,5
ok,5
hay,5
Toi mua book are Sao không được ?,4
ok,5
sách hay,5
Bình thường,4
giao hàng nhanh,4
Rất hay. Sẽ review thêm khi đọc xong,5
"Giá cả hợp lý, sách hay",5
"rất hay, sp đẹp đóng gói cẩn thận",4
hay,5
Sp tốt nha,5
Giao nhanh,5
Cũng khá hài lòng,4
ok,5
ok,5
ok,5
ok,5
Giao nhanh,5
Tốt,5
sách hay,5
"Sách đẹp, không hư hại",5
Ok,5
rất hy,5
"sách hay , nhận hàng sách nguyên tem",5
hay lắm ạ,5
Sách hay... đẹp... giao hàng nhanh,5
"Tiki đóng gói cẩn thận, sách hay có ích.",4
Giao hàng đúng thời gian thông báo,5
Sách hay nhưng gáy sách dễ bung quá,3
Rất hài lòng,5
ok,4
Hay.,5
Ok,5
"sách rất hay,cách giao hang tiki rất nhanh,cám ơn tiki",5
"Sản phẩm đẹp , tôi rất hài lòng",5
hàng chất lượng,5
sp y hình. giao hàng nhanh chóng. đóng gói cẩn thận,5
Sách hay nên đọc.,5
hay,5
sách hay ý nghĩa,5
Ok,4
very goof,5
Sách giao bị rách ngay góc,5
Quá tuyệt cho 1 tác phẩm dành cho phụ nữ,5
5 sao về nội dung lẫn hình thức .....................,5
Giao hàng tốt,5
tốt,5
Ổnnn nnnnnnnnnnnnnnnnnnnnn,5
sách hay,5
hay,5
ok,5
Sản hẩm chất lượng,5
quá hay,5
Ok,5
Hay,5
"Gói đơn giản, sách đọc chân thực rất hay. Giao hàng nhanh",5
ok,5
good,5
good,5
Sách hay............;..............................,5
Sach hay chất lượng sách cung tốt rât hài lòng Tot,4
Good,4
ok,5
good,5
.,4
good,5
Sách hay,5
hay,5
Hài lòng,5
Sách rất ý nghĩa,4
Hài lòng,5
,5
good good good good good good good good good good good,5
Hay,5
Tốt,5
good,5
hài lòng,5
"tuyệt, sách hay",5
Sản phẩm tốt,5
Ok,5
rất hài lòng,5
Sách hayyyyyy!!!!!!!!!!!!!,5
good,5
good,5
ok,5
rat hay,5
Sách này nội dung tuyệt vời.,5
Đọc để suy ngẫm và làm theo.,5
"Nội dung hay, ý nghĩa",5
Hay,5
Hay lam,5
Rất ok nha shop,5
Sách hayy,5
Hay đó lo mà sắp đê,5
Hài lòng với sách nhận được. Cảm ơn Tiki,5
"Giao hàng nhanh, sách bảo quản tốt",5
"bìa đẹp, nội dug sách hay, tiki giao hàng nhah",5
Sách mới và thơm. Đóng gói cản thận,4
Tuyệt,5
Ok,5
Ok,5
"Sách hơi bụi tí nhưng không sao. Thank you, Tiki !",5
"Sách đẹp, mới, chưa đọc nên ko đánh giá nội dung",5
ok,5
giao hàng nhanh sách tốt.,5
Ok,5
.,2
Khá hữu ích,5
Sách mới,5
.,5
Ok,5
Ok,5
Hay.,5
sách rất hay,5
Cực hay,5
tuyệt,5
Ok,5
..,5
lần đầu tiên đặc hàng trên Tiki e rất hài lòng về sách của shop gói hàng rất cẩn thận phục vụ rất tốt ko bị trầy hoạt xước giấy bìa rất cứng với lại bên trong sách sạch và thơm nửa ko có bị j cả giao hàng rất nhanh a giao hàng củg rất nhiệt tình vì vậy e sẻ cho shop 5 sao và sẻ ủng hộ shop tiếp,5
"sách hay, có rất nhiều bài học đang để ta biết đến và học hỏi trong giao tiếp. Theo mình nên đọc cuốn sách này một lần trong đời để thấy trong giao tiếp có nhiều thứ rất quan trọng mà ta k hề biết, vì là lần đầu tiên đọc thể loại này nên còn nhiều câu từ khiến mình hơi khó hiểu, có điều bìa sách thì cứng thật nhưng chất lượng thì tạm ổn thôi",4
"Sản phẩm tốt trong tầm giá, tôi hài lòng sau khi mua hàng. Giao hàng nhanh và đóng gói cẩn thận. Tôi chia sẻ thêm hình ảnh cho mọi người tham khảo khi mua hàng nhé. Tối sẽ mua lại lần nữa của shop nếu cần thêm.",5
"đúng là cuốn sách đáng đồng tiền mik bỏ ra, sách đẹp có bìa cứng chất lượg rất tốt sách giúp cho tôi có thêm nhiều kiến thức về đối nhân xử thế điều mà rất cần thiết cho cuộc sống hiện nay trong giao tiếp và sinh hoạt hàng ngày . Khuôn mọi người nên đọc quyến sách ý nghĩa như vậy",5
"Đây là lần đầu tiên mình mua sách tại tiki. Mình cảm thấy vô cùng hài lòng với cuốn sách lần này mình mua. Bìa cứng sạch đẹp, giấy thơm, chữ rõ ràng. Gáy sách vuông văn không bị sờn hay rách. Hơn nữa tiki còn giao hàng cho mình sớm hơn 1 ngày so với dự kiến. Mình rất hài lòng về sản phẩm của tiki.",5
"Tôi nhận đúng mẫu mã chủng loại, sách nguyên seal tem, tiếc là nhà xuất bản in chưa hoàn hảo cái bìa (dòng chữ vàng). Bên trong sạch sẽ khô ráo. Cám ơn tiki.",4
"Nhận xét chủ yếu về dịch vụ của TIKI Từ lúc biết mua hàng trên Tiki đến giờ trên 3 năm nay, chưa lần nào thất vọng về chất lượng sản phẩm thực tế và thông tin trên web. Mua từ Điện thoại, sách vở dụng cụ rất hài lòng với dịch vụ của Tiki, từ đóng gói, giá cả, đến giao hàng, giờ thì lại được miễn phí Ship dù chỉ 1 quyển. Làm mình càng hứng thú với việc chọn mua sách trển Tiki hơn nữa. Hi vọng Tiki nói riêng và các dịch vụ tại Việt Nam mình cũng như vậy mà cố gắng hoàn thiện, vì lợi ích khách hàng đặt lên hàng đầu. Giờ lười vào nhà sách lựa chọn, tìm kiếm vất vả, trừ phi muốn đọc liền 1 quyển nào đó. Về nội dung sách thì đa phần những người thích đọc sách đã tham khảo qua, nhưng tự mình làm được và thay đổi được nhanh hay chậm là do mỗi cá nhân. Cuối cùng mình xin cảm ơn Tiki đã mang mình đến gần với sách hơn.",5
"Mua sách lâu rồi, nhưng thời gian gần đây mới có thể đọc được toàn bộ cuốn sách 1 cách trọn vẹn. Có thể nói khẳng định là nội dung cuốn sách rất hay nhưng lại cách xa với đời thực, so sánh với cuốn sách tony buổi sáng thì mình vẫn ưng ý cuốn đó hơn, tuy nội dung 2 cuốn sách có phần giống nhau nhưng cuốn tony vẫn có vẻ thuyết phục và gần gũi hơn. Còn nói về bìa sách thì theo mình thì nó đạt 8/10.",4
Quyển sách này rất hay. Thông qua nó ta có thể biết được cách đối nhân xử thế sao cho hợp lý. Vì con người ta luôn chú ta vẻ bề ngoài và thích được khen tặng nên có thể các tốt nhất để lấy lòng được mọi người là chú ý đến những điểm đó. Sau khi đọc thì hiểu ra rất nhiều thứ! Cảm ơn tác giả. Về giao hàng thì đây là sản phẩm thứ n mình đặt từ Tiki. Rất yên tâm!,4
"Đắc nhân tâm là bộ sách hàng đầu dành cho mọi người ở mọi lứa tuổi qua nhiều thời đại, quyển sách này rất hay, viết và dạy cho ta nhiều điều hay, bổ ích về cách quy tắc đối nhân xử thế, ứng xử sao cho hợp lẽ và nhiều hơn thế nữa. Tuy đã có nhưng mình vẫn mua thêm bản này để sưu tập.",5
"Theo ý kiến của mình Đắc nhân tâm là quyển sách bạn k thể k đọc. Nó đem lại cho mình những kinh nghiệm hữu ích về cách đối nhân xử thế, những quy tắc ứng xử trong cuộc sống. Mình đã học được rất nhiều điều từ quyển sách này. Hơn thế nữa nó cũng rất hữu ích và phù hợp cho những bạn học kinh doanh. Ngoài ra chất lượng giấy và sách của tiki rất tốt, bìa cứng đẹp và dễ bảo quản, tiki giao hàng nhanh chóng. Mình rất an tâm khi đặt sách ở tiki",4
"Mọi người dù mình ko biết bạn là ai, người gì, công việc ra sao, gia cảnh thế nào nhưng nhất thiết bạn phải có quyển sách Đắc Nhân Tâm này. Đây là 1 quyền sách mà nếu chọn một cuốn sách bất kỳ để giới thiệu cho ngưới khác, mình sẽ chọn cuốn sách Đắc nhân tâm của tác giả Dale Carnegie và Con Đường Tỷ Phú của tác giả Rich Devos. Mỗi người đều có những hoàn cảnh, cuộc sống khác nhau, nhưng khi đọc cuốn sách này, họ chắc chắn sẽ tìm ra, sẽ nghiệm ra được điều gì đó cho chính mình để giúp cuộc sống này trở nên tuyệt vời hơn.",5
"Mình đã nghe nói về quyển sách này rất nhiều nhưng đến bây giờ mình mới có được em nó. Đặc biệt hơn là bản bìa cứng độc quyền của tiki. Sách rất hay, dạy cách đối nhân xử thế như thế nào và đưa ra những tình huống hể sức cụ thể. Mình xem đây như một người thầy, vì nó đã dạy mình nhiều điều trong cuộc sống, giúp mình hoàn thiện cin người qua mỗi ngày, mỗi lúc rãnh rỗi mình thường đọc đi đọc lại quyển sách này nhiều lần. Mình nghĩ ai cũng nên có và đọc Đắc nhân tâm một lần :))",5
"Mình đã có một cuốn đắc nhân tâm bìa mềm nhưng khi thấy tiki có biên bản đặc biệt bìa cứng thì đặt mua liền không cần phải suy nghĩ nhiều. Tiki đợt này giao hàng nhanh,bao gói cẩn thận.Vì là bìa cứng nên nhìn cảm giác chắc chắn hơn hẳn,chẳng hiểu sao mình cứ cảm thấy nó đẹp đến lạ,thích lắm. Còn về nội dung thì khỏi bàn cãi,vẫn như thế nhưng mình đọc lại vẫn thấy rất rất hay và đáng để ngẫm.Mình nghĩ đây là cuốn sách đáng để mỗi chúc ta dành ra chút thời gian để đọc,để suy nghĩ và chiêm nghiệm ra những bài học mới mẻ trong cuộc sống.Thực sự đây là cuốn sách mà mình hài lòng nhất từ trước đến giờ.",5
""" Đắc nhân tâm""- cuốn sách đưa ra những cách ứng xử khéo léo trong các tình huống rất hay, hợp lòng mọi người. Giao tiếp là nhân tố quan trọng trong cuộc sống vì nó là phương tiện để chúng ta tương tác với xung quanh. Giao tiếp ứng xử tốt thì các mối quan hệ tốt và là cơ hội để gặt hái thành công. Tác giả nêu ra tình huống mà chính tác giả gặp phải trong đời sống hàng ngày và cách xử lí tình huống đó rất tài tình, khéo léo .Cuốn sách phù hợp với những ai khao khát thành công. Tiki giao hàng nhanh. Cuốn sách rất đẹp, chất lượng giấy cũng tốt.Phiên bản bìa cứng nhìn rất đẹp. Mình rất hài lòng.",5
"Đắc nhân tâm là một cuộn sách làm cho người đọc không thể rời mắt. là quyển sách chứa nhiều điều bài học bổ ích. Đắc nhân tâm khiến cho con người sống nhẹ nhàng hơn , biết quan tâm mọi người, giúp con người hoàn thiện hơn về nhân cách, cách sống , cách đối xử giữa người với người. Đắc nhân tâm sẽ có thêm nhiều niềm tin vào cuộc , giúp con người tiến gần tới thành công. Đắc nhân tâm là quyển sách rất hay đáng để đọc. Nếu bạn bỏ thời gian cho nó nó sẽ trả bạn những điều bất ngờ.",4
"Sách này mình đọc lâu rồi, nhưng vì thấy tiki có bản bìa cứng nên mua về trưng bày =(((( Tại nó bất hủ quá mà :v Mua về khi nào thằng em nó rảnh thì nó đọc. Đắc nhân tâm đề cao sự chân thành trong lối sống, người hợp người không. Với mình đơn giản là nó không hợp. Nó là phần còn thiếu. Nên đôi khi đọc lại, ngấm vẫn ngấm nhưng trong ứng xử có dùng hay không thì hoàn toàn không chắc. Nếu làm được những điều trong đắc nhân tâm, đầu tiên mình thấy phải có tính kiên nhẫn chịu đựng tốt lắm luôn. À mình không có tí nào :((",5
"Quyển sách Đắc nhân tâm đã không hổ là best seller of the world, lúc đầu tôi đọc tôi cảm thấy nó khá chán nhưng khi tôi đã áp dụng nó vào đúng môi trường là môi trường công việc thì tôi thấy nó cực kì cực kì hữu ích, nó giúp tôi có một môi trường làm việc không áp lực và luôn được sự cảm mến từ khách hàng. Dale Carnegie viết quyển sách này bằng sự trải nghiệm của ông, từ kinh nghiệm của mình và những người khác vì vậy nó rất lôi cuốn. Quyển sách bìa cứng phiên bản đặc biệt này càng tôn thêm giá trị của quyển sách.",5
"Trong cuộc sống bây giờ có rất nhiều điều mà không phải ai cũng biết, cũng hiểu rõ, cũng làm được. Chẳng hạn nói như việc kìm chế cơn giận, mấy ai làm được? Học cách hiểu rõ giá trị của bản thân, không phải ai ai cũng hiểu. Vì thế nên mình nghĩ, Đắc Nhân Tâm ra đời vì mục đích này. Một cuốn sách dạy cho ta biết bao điều trong cuộc sống mà ta ít khi học được ở trên ghế nhà trường. Nếu nói trường học dạy ta tri thức thì Đắc Nhân Tâm sẽ dạy ta cách làm người, những cách ứng xử cơ bản, nên có và không nên có, có thể Đắc Nhân Tâm không dạy chúng ta làm một con người toàn diện nhưng Đắc Nhân Tâm có thể giúp ta vứt bỏ đi những khuyết điểm của mình. Con người không ai toàn diện về tổng thể, nhưng điều quan trọng là phải có một nhân tâm, tâm hồn của con người.",5
"Đắc Nhân Tâm là quyển sách mà mình cho rằng đó chính là người thầy thứ 3 trong cuộc đời mình. Nhờ đọc đi đọc lại quyển sách, ghi nhớ và thực hành mình cảm thấy đã thay đổi rất nhiều. Từ một người hay nóng nảy và nhiều lời mình đã biết kiềm chế và lắng nghe nhiều hơn. Quyển sách này sẽ không có ý nghĩ nếu chúng ta chỉ đọc mà không thể áp dụng nó cho thực tế. Đắc Nhân Tâm-không có từ nào có thể diễn tả hết giá trị của nó. Chỉ khi đọc và làm theo mình mới có thể cảm nhận rõ điều kì diệu mà quyển sách ban tặng. (Cám ơn ngài rất nhiều Dale Carnegie! Cám ơn ngài đã cho nhân loại một kiệt tác tuyệt vời!)",5
"Mình rất hài lòng khi đặt mua sách online tại Tiki.vn , luôn có những đầu sách giảm giá tốt, xử lý đơn hàng mau lẹ, giao hàng nhanh chóng, chất lượng sách tốt, mới y như những cuốn sách bán ngoài nhà sách. Mình biết cuốn sách này thông qua mẹ và 1 ng bạn! Ai cũng khuyên nên đọc cuốn sách này! Các bạn nên chú ý lựa chọn nhà sản xuất sách là Fisrt New, nếu k sẽ không cảm nhận được hết giá trị của sách! Cảm nhận về sách: sách hay, dạy ứng xử, dạy làm người, dạy ứng biến với cuộc sống!",5
"Đúng như trong sách đã đề cập, Đắc Nhân Tâm không chỉ gói gọn ở việc ""thu phuc lòng người, làm tất cả mọi người yêu mến mình "" mà phải khai rộng hơn. đó chính là cái tâm, cái Tầm, cái Tài trong mỗi chúng ta trong xã hội hiện nay.Thật sự đây là cuốn sách hay nhất tôi đã từng đọc về thay đổi chính mình với cái nhìn đúng đắn. Cuốc sách đã làm tôi thay đổi khá nhiều lối tư duy cục bộ, cực đoan mà lâu nay tôi hay nghĩ. Nhìn cuộc sống, con người theo hướng cởi mở hơn, thoáng đạt hơn. Từ đó tôi cảm thấy yêu đời hơn, bình tĩnh hơn khi gặp khó khăn. Một khía cạnh khác nữa, tôi đã thay đổi cách dạy dỗ con cái trong nhà cũng nhờ Đắc Nhân Tâm. Cảm ơn tác giả đã đem đến một tác phẩm tuyệt vời.",5
"Trước mình đã từng nghe về cuốn ""Đắc Nhân Tâm"" này, thấy mọi người khen sách viết hay lắm mà nay mới tự nhiên nổi hứng muốn tìm hiểu xem thực hư thế nào????. Đây quả thực là một tuyệt tác, cuốn sách không chỉ khơi dậy niềm đam mê muốn đọc sách từ một kẻ lười biếng như mình, mà từ nó mình học được cách ứng xử với mọi người trong cuộc sống. Điều mà mình nghĩ là vô cùng cần thiết với tất cả chúng ta. Nếu có thể các bạn nên một lần sở hữu cuốn sách này để có thể nghiền ngẫm và cảm nhận nó, sẽ rất thú vị đấy ^^!",5
